°üÃø¼Ò¸í:ÀÎÃµÇ×,,,,,,,,,,,,,,
À§µµ:37.389444,,,,,,,,,,,,,,
°æµµ:126.533055,,,,,,,,,,,,,,
°üÃø½Ã°£,À¯¼Ó(cm/s),À¯Çâ(16points),À¯Çâ(deg),¼ö¿Â(¡É),À¯ÀÇÆÄ°í(m),À¯ÀÇÆÄÁÖ±â(sec),ÃÖ´ëÆÄ°í(m),ÃÖ´ëÆÄÁÖ±â(sec),Ç³¼Ó(m/s),Ç³Çâ(16points),Ç³Çâ(deg),±â¿Â(¡É),±â¾Ð(hPa),½ÃÁ¤(m)
2024-06-23 21:50,56.6,¼­³²¼­,250,22.25,-,-,-,-,-,-,-,-,-,-
2024-06-23 22:00,54.9,¼­³²¼­,249,22.27,-,-,-,-,-,-,-,-,-,-
2024-06-23 22:10,50.8,¼­³²¼­,251,22.27,-,-,-,-,-,-,-,-,-,-
2024-06-23 22:20,52.8,¼­³²¼­,249,22.33,-,-,-,-,-,-,-,-,-,-
2024-06-23 22:30,51.5,¼­³²¼­,240,22.36,-,-,-,-,-,-,-,-,-,-
2024-06-23 22:40,47.5,¼­³²¼­,250,22.43,-,-,-,-,-,-,-,-,-,-
2024-06-23 22:50,49.6,¼­³²¼­,240,22.54,-,-,-,-,-,-,-,-,-,-
2024-06-23 23:00,49.4,¼­³²¼­,240,22.68,-,-,-,-,-,-,-,-,-,-
2024-06-23 23:10,51.2,¼­³²¼­,240,22.7,-,-,-,-,-,-,-,-,-,-
2024-06-23 23:20,48.6,¼­³²¼­,254,22.74,-,-,-,-,-,-,-,-,-,-
2024-06-23 23:30,40.3,³²¼­,231,22.73,-,-,-,-,-,-,-,-,-,-
2024-06-23 23:40,33,¼­³²¼­,238,22.73,-,-,-,-,-,-,-,-,-,-
2024-06-23 23:50,26.2,³²¼­,232,22.76,-,-,-,-,-,-,-,-,-,-
2024-06-24 0:00,19.9,³²¼­,232,22.78,-,-,-,-,-,-,-,-,-,-
2024-06-24 0:10,14,³²¼­,225,22.8,-,-,-,-,-,-,-,-,-,-
2024-06-24 0:20,9.6,³²¼­,221,22.81,-,-,-,-,-,-,-,-,-,-
2024-06-24 0:30,2.2,³²¼­,223,22.8,-,-,-,-,-,-,-,-,-,-
2024-06-24 0:40,1.9,µ¿,92,22.76,-,-,-,-,-,-,-,-,-,-
2024-06-24 0:50,6.3,ºÏµ¿,55,22.76,-,-,-,-,-,-,-,-,-,-
2024-06-24 1:00,8,µ¿ºÏµ¿,72,22.75,-,-,-,-,-,-,-,-,-,-
2024-06-24 1:10,14.5,µ¿,79,22.72,-,-,-,-,-,-,-,-,-,-
2024-06-24 1:20,29.7,µ¿ºÏµ¿,68,22.73,-,-,-,-,-,-,-,-,-,-
2024-06-24 1:30,39.5,µ¿ºÏµ¿,67,22.7,-,-,-,-,-,-,-,-,-,-
2024-06-24 1:40,43.5,µ¿ºÏµ¿,66,22.71,-,-,-,-,-,-,-,-,-,-
2024-06-24 1:50,42.4,µ¿ºÏµ¿,58,22.63,-,-,-,-,-,-,-,-,-,-
2024-06-24 2:00,52.8,µ¿ºÏµ¿,57,22.57,-,-,-,-,-,-,-,-,-,-
2024-06-24 2:10,53.5,ºÏµ¿,56,22.51,-,-,-,-,-,-,-,-,-,-
2024-06-24 2:20,54.4,µ¿ºÏµ¿,57,22.56,-,-,-,-,-,-,-,-,-,-
2024-06-24 2:30,58,ºÏµ¿,51,22.52,-,-,-,-,-,-,-,-,-,-
2024-06-24 2:40,53,ºÏµ¿,49,22.39,-,-,-,-,-,-,-,-,-,-
2024-06-24 2:50,56.7,µ¿ºÏµ¿,66,22.4,-,-,-,-,-,-,-,-,-,-
2024-06-24 3:00,59.5,µ¿ºÏµ¿,63,22.33,-,-,-,-,-,-,-,-,-,-
2024-06-24 3:10,59.5,µ¿ºÏµ¿,64,22.2,-,-,-,-,-,-,-,-,-,-
2024-06-24 3:20,55.8,ºÏµ¿,44,22.21,-,-,-,-,-,-,-,-,-,-
2024-06-24 3:30,64,ºÏµ¿,50,22.16,-,-,-,-,-,-,-,-,-,-
2024-06-24 3:40,44.5,ºÏµ¿,46,21.98,-,-,-,-,-,-,-,-,-,-
2024-06-24 3:50,29.1,ºÏµ¿,48,21.94,-,-,-,-,-,-,-,-,-,-
2024-06-24 4:00,34.7,ºÏµ¿,43,21.9,-,-,-,-,-,-,-,-,-,-
2024-06-24 4:10,37.7,µ¿ºÏµ¿,63,21.88,-,-,-,-,-,-,-,-,-,-
2024-06-24 4:20,37.7,ºÏµ¿,52,21.78,-,-,-,-,-,-,-,-,-,-
2024-06-24 4:30,43.6,µ¿ºÏµ¿,61,21.77,-,-,-,-,-,-,-,-,-,-
2024-06-24 4:40,38.6,ºÏµ¿,45,21.77,-,-,-,-,-,-,-,-,-,-
2024-06-24 4:50,40.1,ºÏµ¿,50,21.79,-,-,-,-,-,-,-,-,-,-
2024-06-24 5:00,29.2,ºÏµ¿,55,21.74,-,-,-,-,-,-,-,-,-,-
2024-06-24 5:10,24.5,ºÏµ¿,54,21.64,-,-,-,-,-,-,-,-,-,-
2024-06-24 5:20,9,µ¿ºÏµ¿,60,21.52,-,-,-,-,-,-,-,-,-,-
2024-06-24 5:30,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024-06-24 5:40,5.6,µ¿,95,21.5,-,-,-,-,-,-,-,-,-,-
2024-06-24 5:50,4.1,ºÏµ¿,37,21.38,-,-,-,-,-,-,-,-,-,-
2024-06-24 6:00,4.8,µ¿³²µ¿,115,21.42,-,-,-,-,-,-,-,-,-,-
2024-06-24 6:10,2.8,µ¿³²µ¿,112,21.49,-,-,-,-,-,-,-,-,-,-
2024-06-24 6:20,7.4,³²,170,21.44,-,-,-,-,-,-,-,-,-,-
2024-06-24 6:30,9.1,³²³²¼­,208,21.47,-,-,-,-,-,-,-,-,-,-
2024-06-24 6:40,14.5,³²³²¼­,200,21.48,-,-,-,-,-,-,-,-,-,-
2024-06-24 6:50,18.3,³²¼­,227,21.5,-,-,-,-,-,-,-,-,-,-
2024-06-24 7:00,24,µ¿ºÏµ¿,57,21.51,-,-,-,-,-,-,-,-,-,-
2024-06-24 7:10,28.8,³²¼­,223,21.5,-,-,-,-,-,-,-,-,-,-
2024-06-24 7:20,30.3,³²¼­,226,21.52,-,-,-,-,-,-,-,-,-,-
2024-06-24 7:30,33.1,³²¼­,219,21.56,-,-,-,-,-,-,-,-,-,-
2024-06-24 7:40,36.3,³²¼­,221,21.48,-,-,-,-,-,-,-,-,-,-
2024-06-24 7:50,37.9,³²¼­,225,21.55,-,-,-,-,-,-,-,-,-,-
2024-06-24 8:00,40.4,µ¿ºÏµ¿,58,21.58,-,-,-,-,-,-,-,-,-,-
2024-06-24 8:10,41.7,³²¼­,225,21.47,-,-,-,-,-,-,-,-,-,-
2024-06-24 8:20,42.2,³²¼­,229,21.43,-,-,-,-,-,-,-,-,-,-
2024-06-24 8:30,43.7,³²¼­,227,21.43,-,-,-,-,-,-,-,-,-,-
2024-06-24 8:40,46.3,³²¼­,227,21.47,-,-,-,-,-,-,-,-,-,-
2024-06-24 8:50,46.6,³²¼­,226,21.47,-,-,-,-,-,-,-,-,-,-
2024-06-24 9:00,48.9,³²¼­,226,21.51,-,-,-,-,-,-,-,-,-,-
2024-06-24 9:10,52.3,µ¿ºÏµ¿,59,21.51,-,-,-,-,-,-,-,-,-,-
2024-06-24 9:20,58.4,³²¼­,229,21.65,-,-,-,-,-,-,-,-,-,-
2024-06-24 9:30,56,³²¼­,230,21.57,-,-,-,-,-,-,-,-,-,-
2024-06-24 9:40,59.7,³²¼­,231,21.62,-,-,-,-,-,-,-,-,-,-
2024-06-24 9:50,58.3,µ¿ºÏµ¿,62,21.65,-,-,-,-,-,-,-,-,-,-
2024-06-24 10:00,70.8,³²¼­,233,22.23,-,-,-,-,-,-,-,-,-,-
2024-06-24 10:10,73.9,³²¼­,236,22.28,-,-,-,-,-,-,-,-,-,-
2024-06-24 10:20,75.7,µ¿ºÏµ¿,64,22.27,-,-,-,-,-,-,-,-,-,-
2024-06-24 10:30,66.9,µ¿ºÏµ¿,62,22.25,-,-,-,-,-,-,-,-,-,-
2024-06-24 10:40,69.5,µ¿ºÏµ¿,63,22.33,-,-,-,-,-,-,-,-,-,-
2024-06-24 10:50,70,³²¼­,235,22.28,-,-,-,-,-,-,-,-,-,-
2024-06-24 11:00,60,µ¿ºÏµ¿,61,22.25,-,-,-,-,-,-,-,-,-,-
2024-06-24 11:10,62.2,µ¿ºÏµ¿,65,22.44,-,-,-,-,-,-,-,-,-,-
2024-06-24 11:20,60.1,³²¼­,236,22.53,-,-,-,-,-,-,-,-,-,-
2024-06-24 11:30,61,³²¼­,235,22.48,-,-,-,-,-,-,-,-,-,-
2024-06-24 11:40,58,³²¼­,236,22.69,-,-,-,-,-,-,-,-,-,-
2024-06-24 11:50,56.6,¼­³²¼­,237,22.75,-,-,-,-,-,-,-,-,-,-
2024-06-24 12:00,47.3,³²¼­,234,22.76,-,-,-,-,-,-,-,-,-,-
2024-06-24 12:10,32.6,µ¿ºÏµ¿,75,22.73,-,-,-,-,-,-,-,-,-,-
2024-06-24 12:20,25.7,³²¼­,233,22.77,-,-,-,-,-,-,-,-,-,-
2024-06-24 12:30,26.2,µ¿ºÏµ¿,76,22.94,-,-,-,-,-,-,-,-,-,-
2024-06-24 12:40,25.3,³²¼­,225,23.02,-,-,-,-,-,-,-,-,-,-
2024-06-24 12:50,26.5,µ¿³²µ¿,110,23.05,-,-,-,-,-,-,-,-,-,-
2024-06-24 13:00,21.4,µ¿³²µ¿,107,23.08,-,-,-,-,-,-,-,-,-,-
2024-06-24 13:10,15.1,³²³²µ¿,160,23.09,-,-,-,-,-,-,-,-,-,-
2024-06-24 13:20,10.8,µ¿³²µ¿,119,23.02,-,-,-,-,-,-,-,-,-,-
2024-06-24 13:30,3.6,ºÏµ¿,48,22.76,-,-,-,-,-,-,-,-,-,-
2024-06-24 13:40,9.5,µ¿ºÏµ¿,69,22.74,-,-,-,-,-,-,-,-,-,-
2024-06-24 13:50,17.6,µ¿ºÏµ¿,57,22.73,-,-,-,-,-,-,-,-,-,-
2024-06-24 14:00,26.1,ºÏµ¿,52,22.78,-,-,-,-,-,-,-,-,-,-
2024-06-24 14:10,35.6,ºÏµ¿,55,22.63,-,-,-,-,-,-,-,-,-,-
2024-06-24 14:20,36.3,µ¿ºÏµ¿,58,22.69,-,-,-,-,-,-,-,-,-,-
2024-06-24 14:30,43,µ¿ºÏµ¿,58,22.81,-,-,-,-,-,-,-,-,-,-
2024-06-24 14:40,44.1,µ¿ºÏµ¿,62,23.05,-,-,-,-,-,-,-,-,-,-
2024-06-24 14:50,50.8,µ¿ºÏµ¿,67,23.02,-,-,-,-,-,-,-,-,-,-
2024-06-24 15:00,44.9,ºÏµ¿,56,22.67,-,-,-,-,-,-,-,-,-,-
2024-06-24 15:10,50.3,ºÏµ¿,53,23.14,-,-,-,-,-,-,-,-,-,-
2024-06-24 15:20,57,ºÏµ¿,56,23.02,-,-,-,-,-,-,-,-,-,-
2024-06-24 15:30,56.1,ºÏµ¿,56,22.51,-,-,-,-,-,-,-,-,-,-
2024-06-24 15:40,48.2,µ¿ºÏµ¿,60,22.58,-,-,-,-,-,-,-,-,-,-
2024-06-24 15:50,42.2,µ¿ºÏµ¿,66,22.32,-,-,-,-,-,-,-,-,-,-
2024-06-24 16:00,46.4,ºÏµ¿,44,22.49,-,-,-,-,-,-,-,-,-,-
2024-06-24 16:10,50.7,ºÏµ¿,46,22.27,-,-,-,-,-,-,-,-,-,-
2024-06-24 16:20,50.2,ºÏµ¿,43,22.15,-,-,-,-,-,-,-,-,-,-
2024-06-24 16:30,44.6,ºÏµ¿,45,22.28,-,-,-,-,-,-,-,-,-,-
2024-06-24 16:40,39,ºÏµ¿,49,22.18,-,-,-,-,-,-,-,-,-,-
2024-06-24 16:50,36.1,ºÏµ¿,52,22.25,-,-,-,-,-,-,-,-,-,-
2024-06-24 17:00,29,ºÏµ¿,48,22.15,-,-,-,-,-,-,-,-,-,-
2024-06-24 17:10,17.5,µ¿ºÏµ¿,59,21.94,-,-,-,-,-,-,-,-,-,-
2024-06-24 17:20,26.8,ºÏµ¿,43,22.1,-,-,-,-,-,-,-,-,-,-
2024-06-24 17:30,24.8,ºÏµ¿,45,22.17,-,-,-,-,-,-,-,-,-,-
2024-06-24 17:40,17.8,ºÏµ¿,51,22.12,-,-,-,-,-,-,-,-,-,-
2024-06-24 17:50,10.6,ºÏµ¿,53,22.06,-,-,-,-,-,-,-,-,-,-
2024-06-24 18:00,11.1,ºÏµ¿,46,22.04,-,-,-,-,-,-,-,-,-,-
2024-06-24 18:10,1.7,ºÏºÏµ¿,24,21.9,-,-,-,-,-,-,-,-,-,-
2024-06-24 18:20,8,ºÏ,356,21.74,-,-,-,-,-,-,-,-,-,-
2024-06-24 18:30,0.3,µ¿³²µ¿,105,21.88,-,-,-,-,-,-,-,-,-,-
2024-06-24 18:40,4.9,³²µ¿,139,21.95,-,-,-,-,-,-,-,-,-,-
2024-06-24 18:50,9.1,³²³²µ¿,160,21.93,-,-,-,-,-,-,-,-,-,-
2024-06-24 19:00,13.6,³²³²µ¿,155,21.86,-,-,-,-,-,-,-,-,-,-
2024-06-24 19:10,18.8,³²³²µ¿,166,21.86,-,-,-,-,-,-,-,-,-,-
2024-06-24 19:20,26.2,³²¼­,227,21.85,-,-,-,-,-,-,-,-,-,-
2024-06-24 19:30,25.5,³²³²¼­,208,21.9,-,-,-,-,-,-,-,-,-,-
2024-06-24 19:40,27.2,µ¿³²µ¿,112,21.74,-,-,-,-,-,-,-,-,-,-
2024-06-24 19:50,23.1,µ¿³²µ¿,105,21.64,-,-,-,-,-,-,-,-,-,-
2024-06-24 20:00,16.1,³²³²¼­,210,21.61,-,-,-,-,-,-,-,-,-,-
2024-06-24 20:10,24.4,³²³²¼­,211,21.61,-,-,-,-,-,-,-,-,-,-
2024-06-24 20:20,17.7,µ¿,87,21.57,-,-,-,-,-,-,-,-,-,-
2024-06-24 20:30,25.5,µ¿ºÏµ¿,78,21.52,-,-,-,-,-,-,-,-,-,-
2024-06-24 20:40,33,µ¿ºÏµ¿,66,21.57,-,-,-,-,-,-,-,-,-,-
2024-06-24 20:50,36.9,µ¿ºÏµ¿,67,21.67,-,-,-,-,-,-,-,-,-,-
2024-06-24 21:00,42.6,³²¼­,224,21.83,-,-,-,-,-,-,-,-,-,-
2024-06-24 21:10,58.9,µ¿ºÏµ¿,62,22.08,-,-,-,-,-,-,-,-,-,-
2024-06-24 21:20,65,µ¿ºÏµ¿,62,22.02,-,-,-,-,-,-,-,-,-,-
2024-06-24 21:30,64.1,µ¿ºÏµ¿,64,21.99,-,-,-,-,-,-,-,-,-,-
2024-06-24 21:40,65.7,µ¿ºÏµ¿,63,21.99,-,-,-,-,-,-,-,-,-,-
2024-06-24 21:50,68.7,µ¿ºÏµ¿,64,22.16,-,-,-,-,-,-,-,-,-,-
2024-06-24 22:00,66.6,µ¿ºÏµ¿,65,22.14,-,-,-,-,-,-,-,-,-,-
2024-06-24 22:10,63.9,³²¼­,233,22.22,-,-,-,-,-,-,-,-,-,-
2024-06-24 22:20,64.5,µ¿ºÏµ¿,64,22.28,-,-,-,-,-,-,-,-,-,-
2024-06-24 22:30,58.1,¼­³²¼­,237,22.33,-,-,-,-,-,-,-,-,-,-
2024-06-24 22:40,58.7,µ¿ºÏµ¿,66,22.36,-,-,-,-,-,-,-,-,-,-
2024-06-24 22:50,56.2,³²¼­,234,22.4,-,-,-,-,-,-,-,-,-,-
2024-06-24 23:00,55.7,³²¼­,234,22.44,-,-,-,-,-,-,-,-,-,-
2024-06-24 23:10,56.1,³²¼­,234,22.56,-,-,-,-,-,-,-,-,-,-
2024-06-24 23:20,51.8,³²¼­,236,22.66,-,-,-,-,-,-,-,-,-,-
2024-06-24 23:30,49.6,³²¼­,235,22.75,-,-,-,-,-,-,-,-,-,-
2024-06-24 23:40,42.5,³²¼­,235,22.82,-,-,-,-,-,-,-,-,-,-
2024-06-24 23:50,35.3,³²¼­,232,22.83,-,-,-,-,-,-,-,-,-,-
2024-06-25 0:00,35.3,µ¿ºÏµ¿,67,22.89,-,-,-,-,-,-,-,-,-,-
2024-06-25 0:10,28.7,³²¼­,234,22.93,-,-,-,-,-,-,-,-,-,-
2024-06-25 0:20,28,µ¿ºÏµ¿,66,22.96,-,-,-,-,-,-,-,-,-,-
2024-06-25 0:30,18.7,µ¿,94,22.96,-,-,-,-,-,-,-,-,-,-
2024-06-25 0:40,29.1,µ¿³²µ¿,107,22.97,-,-,-,-,-,-,-,-,-,-
2024-06-25 0:50,20.7,µ¿³²µ¿,103,22.97,-,-,-,-,-,-,-,-,-,-
2024-06-25 1:00,11.5,³²³²¼­,206,22.96,-,-,-,-,-,-,-,-,-,-
2024-06-25 1:10,7.5,³²µ¿,140,22.93,-,-,-,-,-,-,-,-,-,-
2024-06-25 1:20,11.5,µ¿ºÏµ¿,63,22.93,-,-,-,-,-,-,-,-,-,-
2024-06-25 1:30,17.7,µ¿ºÏµ¿,59,22.93,-,-,-,-,-,-,-,-,-,-
2024-06-25 1:40,22.5,µ¿ºÏµ¿,58,22.91,-,-,-,-,-,-,-,-,-,-
2024-06-25 1:50,31.7,ºÏµ¿,56,22.89,-,-,-,-,-,-,-,-,-,-
2024-06-25 2:00,37.7,µ¿ºÏµ¿,58,22.88,-,-,-,-,-,-,-,-,-,-
2024-06-25 2:10,44.9,µ¿ºÏµ¿,59,22.85,-,-,-,-,-,-,-,-,-,-
2024-06-25 2:20,51.8,µ¿ºÏµ¿,68,22.81,-,-,-,-,-,-,-,-,-,-
2024-06-25 2:30,54.2,µ¿ºÏµ¿,66,22.73,-,-,-,-,-,-,-,-,-,-
2024-06-25 2:40,59,µ¿ºÏµ¿,63,22.6,-,-,-,-,-,-,-,-,-,-
2024-06-25 2:50,57.2,µ¿ºÏµ¿,61,22.43,-,-,-,-,-,-,-,-,-,-
2024-06-25 3:00,64,µ¿ºÏµ¿,61,22.25,-,-,-,-,-,-,-,-,-,-
2024-06-25 3:10,61.6,µ¿ºÏµ¿,66,22.04,-,-,-,-,-,-,-,-,-,-
2024-06-25 3:20,69.2,ºÏµ¿,56,22.51,-,-,-,-,-,-,-,-,-,-
2024-06-25 3:30,67.3,ºÏµ¿,52,22.54,-,-,-,-,-,-,-,-,-,-
2024-06-25 3:40,68.1,µ¿ºÏµ¿,60,22.46,-,-,-,-,-,-,-,-,-,-
2024-06-25 3:50,71.9,µ¿ºÏµ¿,60,22.35,-,-,-,-,-,-,-,-,-,-
2024-06-25 4:00,64.7,ºÏµ¿,47,22.3,-,-,-,-,-,-,-,-,-,-
2024-06-25 4:10,64.5,ºÏµ¿,48,22.2,-,-,-,-,-,-,-,-,-,-
2024-06-25 4:20,53.7,µ¿ºÏµ¿,60,22.1,-,-,-,-,-,-,-,-,-,-
2024-06-25 4:30,52.7,ºÏµ¿,50,21.9,-,-,-,-,-,-,-,-,-,-
2024-06-25 4:40,45.9,µ¿ºÏµ¿,59,21.84,-,-,-,-,-,-,-,-,-,-
2024-06-25 4:50,35,µ¿ºÏµ¿,59,21.87,-,-,-,-,-,-,-,-,-,-
2024-06-25 5:00,32.4,ºÏµ¿,56,21.81,-,-,-,-,-,-,-,-,-,-
2024-06-25 5:10,32.5,µ¿ºÏµ¿,58,21.76,-,-,-,-,-,-,-,-,-,-
2024-06-25 5:20,46.1,µ¿ºÏµ¿,58,21.81,-,-,-,-,-,-,-,-,-,-
2024-06-25 5:30,46.3,µ¿ºÏµ¿,58,21.79,-,-,-,-,-,-,-,-,-,-
2024-06-25 5:40,40.8,ºÏµ¿,44,21.77,-,-,-,-,-,-,-,-,-,-
2024-06-25 5:50,27.2,ºÏµ¿,52,21.75,-,-,-,-,-,-,-,-,-,-
2024-06-25 6:00,22.2,ºÏµ¿,53,21.71,-,-,-,-,-,-,-,-,-,-
2024-06-25 6:10,14.9,ºÏµ¿,49,21.62,-,-,-,-,-,-,-,-,-,-
2024-06-25 6:20,11.1,ºÏµ¿,37,21.59,-,-,-,-,-,-,-,-,-,-
2024-06-25 6:30,8.5,µ¿,80,21.67,-,-,-,-,-,-,-,-,-,-
2024-06-25 6:40,3.6,ºÏ,11,21.45,-,-,-,-,-,-,-,-,-,-
2024-06-25 6:50,1,³²³²¼­,192,21.46,-,-,-,-,-,-,-,-,-,-
2024-06-25 7:00,5.1,³²¼­,233,21.41,-,-,-,-,-,-,-,-,-,-
2024-06-25 7:10,3.1,³²¼­,221,21.64,-,-,-,-,-,-,-,-,-,-
2024-06-25 7:20,4.9,³²¼­,218,21.46,-,-,-,-,-,-,-,-,-,-
2024-06-25 7:30,5.6,³²³²¼­,208,21.41,-,-,-,-,-,-,-,-,-,-
2024-06-25 7:40,5.8,³²¼­,227,21.42,-,-,-,-,-,-,-,-,-,-
2024-06-25 7:50,11.8,³²³²¼­,213,21.41,-,-,-,-,-,-,-,-,-,-
2024-06-25 8:00,17.1,³²¼­,219,21.43,-,-,-,-,-,-,-,-,-,-
2024-06-25 8:10,19.4,³²¼­,214,21.5,-,-,-,-,-,-,-,-,-,-
2024-06-25 8:20,25.8,µ¿ºÏµ¿,59,21.5,-,-,-,-,-,-,-,-,-,-
2024-06-25 8:30,29,µ¿ºÏµ¿,57,21.44,-,-,-,-,-,-,-,-,-,-
2024-06-25 8:40,35.5,³²¼­,225,21.44,-,-,-,-,-,-,-,-,-,-
2024-06-25 8:50,39.2,³²¼­,227,21.46,-,-,-,-,-,-,-,-,-,-
2024-06-25 9:00,37.6,µ¿ºÏµ¿,59,21.44,-,-,-,-,-,-,-,-,-,-
2024-06-25 9:10,43.7,³²¼­,227,21.45,-,-,-,-,-,-,-,-,-,-
2024-06-25 9:20,49.3,³²¼­,228,21.46,-,-,-,-,-,-,-,-,-,-
2024-06-25 9:30,48.5,µ¿ºÏµ¿,59,21.47,-,-,-,-,-,-,-,-,-,-
2024-06-25 9:40,44.9,³²¼­,226,21.47,-,-,-,-,-,-,-,-,-,-
2024-06-25 9:50,46.9,³²¼­,229,21.49,-,-,-,-,-,-,-,-,-,-
2024-06-25 10:00,52,³²¼­,231,21.54,-,-,-,-,-,-,-,-,-,-
2024-06-25 10:10,52.1,³²¼­,233,21.61,-,-,-,-,-,-,-,-,-,-
2024-06-25 10:20,57,³²¼­,233,21.63,-,-,-,-,-,-,-,-,-,-
2024-06-25 10:30,58.7,µ¿ºÏµ¿,61,21.91,-,-,-,-,-,-,-,-,-,-
2024-06-25 10:40,63.4,µ¿ºÏµ¿,62,22.5,-,-,-,-,-,-,-,-,-,-
2024-06-25 10:50,74,µ¿ºÏµ¿,64,22.24,-,-,-,-,-,-,-,-,-,-
2024-06-25 11:00,69.1,µ¿ºÏµ¿,62,22.3,-,-,-,-,-,-,-,-,-,-
2024-06-25 11:10,71.3,µ¿ºÏµ¿,63,22.44,-,-,-,-,-,-,-,-,-,-
2024-06-25 11:20,70.4,µ¿ºÏµ¿,64,22.58,-,-,-,-,-,-,-,-,-,-
2024-06-25 11:30,71.4,³²¼­,235,22.42,-,-,-,-,-,-,-,-,-,-
2024-06-25 11:40,68.2,µ¿ºÏµ¿,63,22.4,-,-,-,-,-,-,-,-,-,-
2024-06-25 11:50,69.2,µ¿ºÏµ¿,62,22.52,-,-,-,-,-,-,-,-,-,-
2024-06-25 12:00,62.8,µ¿ºÏµ¿,64,22.74,-,-,-,-,-,-,-,-,-,-
2024-06-25 12:10,49.4,¼­³²¼­,245,22.88,-,-,-,-,-,-,-,-,-,-
2024-06-25 12:20,54.8,³²¼­,235,22.87,-,-,-,-,-,-,-,-,-,-
2024-06-25 12:30,50.3,µ¿ºÏµ¿,66,22.89,-,-,-,-,-,-,-,-,-,-
2024-06-25 12:40,44.2,µ¿ºÏµ¿,65,22.84,-,-,-,-,-,-,-,-,-,-
2024-06-25 12:50,37.9,µ¿ºÏµ¿,66,23,-,-,-,-,-,-,-,-,-,-
2024-06-25 13:00,38.9,µ¿ºÏµ¿,61,23.01,-,-,-,-,-,-,-,-,-,-
2024-06-25 13:10,25.7,µ¿ºÏµ¿,67,22.99,-,-,-,-,-,-,-,-,-,-
2024-06-25 13:20,17.7,µ¿ºÏµ¿,67,22.96,-,-,-,-,-,-,-,-,-,-
2024-06-25 13:30,20.7,³²¼­,222,22.99,-,-,-,-,-,-,-,-,-,-
2024-06-25 13:40,22.7,³²µ¿,133,23.05,-,-,-,-,-,-,-,-,-,-
2024-06-25 13:50,14.9,³²³²µ¿,152,23,-,-,-,-,-,-,-,-,-,-
2024-06-25 14:00,10.5,³²µ¿,130,22.95,-,-,-,-,-,-,-,-,-,-
2024-06-25 14:10,4.7,ºÏµ¿,48,22.75,-,-,-,-,-,-,-,-,-,-
2024-06-25 14:20,14.9,ºÏµ¿,52,22.78,-,-,-,-,-,-,-,-,-,-
2024-06-25 14:30,22.3,ºÏµ¿,51,22.84,-,-,-,-,-,-,-,-,-,-
2024-06-25 14:40,26.7,µ¿ºÏµ¿,69,23,-,-,-,-,-,-,-,-,-,-
2024-06-25 14:50,34.2,ºÏµ¿,53,22.81,-,-,-,-,-,-,-,-,-,-
2024-06-25 15:00,34.1,ºÏµ¿,55,22.8,-,-,-,-,-,-,-,-,-,-
2024-06-25 15:10,41.1,µ¿ºÏµ¿,57,22.72,-,-,-,-,-,-,-,-,-,-
2024-06-25 15:20,45.5,µ¿ºÏµ¿,60,23.15,-,-,-,-,-,-,-,-,-,-
2024-06-25 15:30,47.2,µ¿ºÏµ¿,58,23.09,-,-,-,-,-,-,-,-,-,-
2024-06-25 15:40,50.9,µ¿ºÏµ¿,59,22.9,-,-,-,-,-,-,-,-,-,-
2024-06-25 15:50,51.6,µ¿ºÏµ¿,59,23,-,-,-,-,-,-,-,-,-,-
2024-06-25 16:00,59.1,µ¿ºÏµ¿,59,22.67,-,-,-,-,-,-,-,-,-,-
2024-06-25 16:10,51,µ¿ºÏµ¿,58,22.38,-,-,-,-,-,-,-,-,-,-
2024-06-25 16:20,39.2,µ¿ºÏµ¿,60,22.51,-,-,-,-,-,-,-,-,-,-
2024-06-25 16:30,44.8,ºÏµ¿,47,22.5,-,-,-,-,-,-,-,-,-,-
2024-06-25 16:40,44.4,ºÏµ¿,47,22.35,-,-,-,-,-,-,-,-,-,-
2024-06-25 16:50,44.6,ºÏµ¿,50,22.37,-,-,-,-,-,-,-,-,-,-
2024-06-25 17:00,41.7,ºÏµ¿,48,22.37,-,-,-,-,-,-,-,-,-,-
2024-06-25 17:10,39.2,ºÏµ¿,56,22.31,-,-,-,-,-,-,-,-,-,-
2024-06-25 17:20,37.3,ºÏµ¿,54,22.15,-,-,-,-,-,-,-,-,-,-
2024-06-25 17:30,39.8,µ¿ºÏµ¿,59,22.22,-,-,-,-,-,-,-,-,-,-
2024-06-25 17:40,37.8,ºÏµ¿,55,22.19,-,-,-,-,-,-,-,-,-,-
2024-06-25 17:50,39.7,µ¿ºÏµ¿,59,22.16,-,-,-,-,-,-,-,-,-,-
2024-06-25 18:00,34.7,ºÏµ¿,55,21.83,-,-,-,-,-,-,-,-,-,-
2024-06-25 18:10,21,ºÏµ¿,56,21.73,-,-,-,-,-,-,-,-,-,-
2024-06-25 18:20,15.6,ºÏºÏµ¿,33,21.66,-,-,-,-,-,-,-,-,-,-
2024-06-25 18:30,17,ºÏµ¿,49,21.66,-,-,-,-,-,-,-,-,-,-
2024-06-25 18:40,14.3,ºÏµ¿,46,21.7,-,-,-,-,-,-,-,-,-,-
2024-06-25 18:50,13.1,ºÏµ¿,39,21.77,-,-,-,-,-,-,-,-,-,-
