包螟家疙:饶器,,,,,,,,,,,,,
困档:36.6775,,,,,,,,,,,,,
版档:129.453056,,,,,,,,,,,,,
包螟矫埃,炼困(cm),荐柯(∩),堪盒(PSU),蜡狼颇绊(m),蜡狼颇林扁(sec),弥措颇绊(m),弥措颇林扁(sec),浅加(m/s),浅氢(16points),浅氢(deg),扁柯(∩),扁拘(hPa),矫沥(m)
2024-06-25 20:44,30,19.7,33.4,-,-,-,-,1.7,辑,279,24,1011,-
2024-06-25 20:45,29,19.7,33.4,-,-,-,-,1.9,辑,275,23.9,1011,-
2024-06-25 20:46,29,19.7,33.4,-,-,-,-,1.7,辑,281,23.9,1011,-
2024-06-25 20:47,29,19.7,33.4,-,-,-,-,1.2,辑,279,23.9,1011,-
2024-06-25 20:48,28,19.7,33.4,-,-,-,-,1.8,辑,280,23.9,1011,-
2024-06-25 20:49,28,19.7,33.4,-,-,-,-,2.6,辑,275,23.9,1011.1,-
2024-06-25 20:50,29,19.7,33.4,-,-,-,-,1.9,辑合辑,290,23.9,1011,-
2024-06-25 20:51,30,19.7,33.4,-,-,-,-,1.8,辑,279,23.8,1011.1,-
2024-06-25 20:52,31,19.7,33.4,-,-,-,-,2.2,辑合辑,290,23.8,1011,-
2024-06-25 20:53,31,19.7,33.4,-,-,-,-,1.5,辑合辑,298,23.7,1011,-
2024-06-25 20:54,31,19.7,33.4,-,-,-,-,1.6,辑,274,23.7,1011,-
2024-06-25 20:55,30,19.7,33.4,-,-,-,-,1.5,辑,270,23.7,1011,-
2024-06-25 20:56,29,19.7,33.4,-,-,-,-,1.7,辑,265,23.6,1011,-
2024-06-25 20:57,27,19.7,33.4,-,-,-,-,1.6,辑合辑,282,23.5,1011.1,-
2024-06-25 20:58,27,19.7,33.4,-,-,-,-,1.4,辑合辑,285,23.4,1011.1,-
2024-06-25 20:59,28,19.7,33.4,-,-,-,-,1.5,辑合辑,283,23.5,1011.1,-
2024-06-25 21:00,29,19.7,33.4,-,-,-,-,1.7,辑,259,23.6,1011.1,-
2024-06-25 21:01,31,19.7,33.4,-,-,-,-,1.6,辑,270,23.6,1011.1,-
2024-06-25 21:02,32,19.7,33.4,-,-,-,-,1.9,辑,273,23.6,1011,-
2024-06-25 21:03,33,19.7,33.4,-,-,-,-,1.5,辑合辑,295,23.6,1011.1,-
2024-06-25 21:04,33,19.7,33.4,-,-,-,-,2.3,辑合辑,301,23.8,1011,-
2024-06-25 21:05,32,19.7,33.4,-,-,-,-,2.3,辑合辑,298,24.1,1011,-
2024-06-25 21:06,30,19.7,33.4,-,-,-,-,1.5,辑合辑,294,24.3,1011,-
2024-06-25 21:07,27,19.7,33.4,-,-,-,-,1.5,辑,279,24.4,1011,-
2024-06-25 21:08,26,19.7,33.4,-,-,-,-,1.3,辑合辑,286,24.4,1011,-
2024-06-25 21:09,25,19.7,33.4,-,-,-,-,1.4,辑合辑,293,24.4,1011,-
2024-06-25 21:10,24,19.7,33.4,-,-,-,-,1.6,辑合辑,301,24.4,1011,-
2024-06-25 21:11,26,19.7,33.4,-,-,-,-,2.7,辑合辑,303,24.4,1011.1,-
2024-06-25 21:12,29,19.7,33.4,-,-,-,-,2,辑合辑,289,24.5,1011,-
2024-06-25 21:13,32,19.7,33.4,-,-,-,-,1.7,合辑,304,24.6,1011.1,-
2024-06-25 21:14,34,19.7,33.4,-,-,-,-,2.5,合辑,305,24.6,1011.1,-
2024-06-25 21:15,36,19.7,33.4,-,-,-,-,3,合辑,306,24.6,1011.1,-
2024-06-25 21:16,35,19.7,33.4,-,-,-,-,2,辑合辑,302,24.6,1011.1,-
2024-06-25 21:17,33,19.7,33.4,-,-,-,-,1.3,合辑,323,24.5,1011.1,-
2024-06-25 21:18,31,19.7,33.4,-,-,-,-,2.2,合辑,304,24.3,1011.1,-
2024-06-25 21:19,29,19.7,33.4,-,-,-,-,1.9,合辑,318,24.2,1011.1,-
2024-06-25 21:20,27,19.7,33.4,-,-,-,-,1.8,合辑,311,24.2,1011.1,-
2024-06-25 21:21,26,19.7,33.4,-,-,-,-,1.8,合辑,317,24.1,1011.2,-
2024-06-25 21:22,27,19.7,33.4,-,-,-,-,1.5,合辑,318,24,1011.2,-
2024-06-25 21:23,28,19.7,33.4,-,-,-,-,1.9,辑合辑,299,23.9,1011.2,-
2024-06-25 21:24,28,19.7,33.4,-,-,-,-,1.8,辑合辑,290,24,1011.3,-
2024-06-25 21:25,28,19.7,33.4,-,-,-,-,1.1,辑合辑,283,24,1011.3,-
2024-06-25 21:26,27,19.7,33.4,-,-,-,-,1.3,辑合辑,284,24,1011.3,-
2024-06-25 21:27,25,19.7,33.4,-,-,-,-,1.6,辑合辑,283,24,1011.4,-
2024-06-25 21:28,25,19.7,33.4,-,-,-,-,1.4,辑合辑,288,23.9,1011.4,-
2024-06-25 21:29,25,19.7,33.4,-,-,-,-,2.3,辑,279,23.9,1011.4,-
2024-06-25 21:30,25,19.7,33.4,-,-,-,-,1.5,辑合辑,291,24,1011.4,-
2024-06-25 21:31,25,19.7,33.4,-,-,-,-,2,辑,279,24,1011.4,-
2024-06-25 21:32,27,19.7,33.4,-,-,-,-,1.9,辑合辑,294,23.9,1011.4,-
2024-06-25 21:33,28,19.7,33.4,-,-,-,-,1.7,合辑,308,23.9,1011.4,-
2024-06-25 21:34,28,19.7,33.4,-,-,-,-,1.6,辑合辑,298,24,1011.4,-
2024-06-25 21:35,27,19.7,33.4,-,-,-,-,1.9,合辑,307,24,1011.4,-
2024-06-25 21:36,26,19.7,33.4,-,-,-,-,1.5,辑,279,24,1011.4,-
2024-06-25 21:37,25,19.7,33.4,-,-,-,-,1.6,辑合辑,286,24,1011.4,-
2024-06-25 21:38,25,19.7,33.4,-,-,-,-,1.5,辑合辑,286,24,1011.4,-
2024-06-25 21:39,24,19.7,33.4,-,-,-,-,1.3,辑合辑,289,24,1011.4,-
2024-06-25 21:40,26,19.7,33.4,-,-,-,-,1.2,辑,278,23.9,1011.4,-
2024-06-25 21:41,27,19.7,33.4,-,-,-,-,1.2,合辑,305,23.9,1011.4,-
2024-06-25 21:42,28,19.7,33.4,-,-,-,-,1,辑合辑,302,23.9,1011.4,-
2024-06-25 21:43,30,19.7,33.4,-,-,-,-,0.7,辑合辑,302,23.9,1011.4,-
2024-06-25 21:44,28,19.7,33.4,-,-,-,-,1.2,合辑,307,23.8,1011.5,-
2024-06-25 21:45,27,19.7,33.4,-,-,-,-,1.5,合辑,319,23.8,1011.5,-
2024-06-25 21:46,26,19.7,33.4,-,-,-,-,1.5,合合辑,327,23.8,1011.5,-
2024-06-25 21:47,24,19.7,33.4,-,-,-,-,1.6,合辑,308,23.6,1011.5,-
2024-06-25 21:48,23,19.7,33.4,-,-,-,-,1.2,合合辑,330,23.5,1011.5,-
2024-06-25 21:49,23,19.7,33.4,-,-,-,-,1.3,合合辑,327,23.3,1011.5,-
2024-06-25 21:50,23,19.7,33.4,-,-,-,-,1.4,合辑,313,23.1,1011.5,-
2024-06-25 21:51,24,19.7,33.4,-,-,-,-,1.4,合合辑,331,23.3,1011.5,-
2024-06-25 21:52,25,19.7,33.4,-,-,-,-,0.7,辑合辑,287,23.3,1011.5,-
2024-06-25 21:53,26,19.7,33.4,-,-,-,-,0.8,辑合辑,302,23.4,1011.5,-
2024-06-25 21:54,27,19.7,33.4,-,-,-,-,0.8,合辑,317,23.6,1011.5,-
2024-06-25 21:55,27,19.7,33.4,-,-,-,-,1.2,合合辑,333,23.6,1011.5,-
2024-06-25 21:56,26,19.7,33.4,-,-,-,-,1.5,合辑,325,23.5,1011.5,-
2024-06-25 21:57,26,19.7,33.4,-,-,-,-,1.2,合,351,23.4,1011.5,-
2024-06-25 21:58,26,19.7,33.4,-,-,-,-,1.5,合合辑,339,23.4,1011.5,-
2024-06-25 21:59,25,19.7,33.4,-,-,-,-,1.9,合,349,23.3,1011.5,-
2024-06-25 22:00,25,19.7,33.4,-,-,-,-,1.5,合合辑,346,23.2,1011.5,-
2024-06-25 22:01,24,19.7,33.4,-,-,-,-,1.7,合合辑,345,23.1,1011.5,-
2024-06-25 22:02,23,19.6,33.4,-,-,-,-,1.8,合,349,23.2,1011.5,-
2024-06-25 22:03,23,19.7,33.4,-,-,-,-,1.8,合,352,23.2,1011.5,-
2024-06-25 22:04,22,19.7,33.4,-,-,-,-,1.8,合,351,23.1,1011.5,-
2024-06-25 22:05,22,19.6,33.4,-,-,-,-,1.9,合合辑,344,22.9,1011.5,-
2024-06-25 22:06,23,19.6,33.4,-,-,-,-,1.8,合合辑,336,22.8,1011.5,-
2024-06-25 22:07,24,19.6,33.4,-,-,-,-,2.1,合,350,22.7,1011.5,-
2024-06-25 22:08,26,19.6,33.4,-,-,-,-,2.1,合合辑,341,22.5,1011.5,-
2024-06-25 22:09,27,19.6,33.4,-,-,-,-,2.3,合合辑,348,22.5,1011.5,-
2024-06-25 22:10,28,19.6,33.4,-,-,-,-,2.2,合,349,22.6,1011.5,-
2024-06-25 22:11,28,19.6,33.4,-,-,-,-,2.1,合合辑,347,22.8,1011.5,-
2024-06-25 22:12,27,19.6,33.4,-,-,-,-,2,合合辑,343,23.1,1011.5,-
2024-06-25 22:13,25,19.6,33.4,-,-,-,-,1,合合辑,333,23.1,1011.5,-
2024-06-25 22:14,23,19.6,33.4,-,-,-,-,1.1,合合辑,331,22.8,1011.5,-
2024-06-25 22:15,22,19.6,33.4,-,-,-,-,1.2,合合辑,328,22.6,1011.5,-
2024-06-25 22:16,22,19.6,33.4,-,-,-,-,0.9,合合辑,333,22.6,1011.5,-
2024-06-25 22:17,22,19.6,33.4,-,-,-,-,0.6,合合辑,343,22.8,1011.5,-
2024-06-25 22:18,23,19.6,33.4,-,-,-,-,1.1,合,1,22.9,1011.5,-
2024-06-25 22:19,24,19.6,33.4,-,-,-,-,0.8,合合辑,336,22.9,1011.5,-
2024-06-25 22:20,24,19.6,33.4,-,-,-,-,0.8,合合辑,342,22.8,1011.5,-
2024-06-25 22:21,24,19.6,33.4,-,-,-,-,0.9,合合辑,339,22.6,1011.5,-
2024-06-25 22:22,24,19.6,33.4,-,-,-,-,0.3,悼合悼,66,22.3,1011.5,-
2024-06-25 22:23,24,19.6,33.4,-,-,-,-,0.8,悼巢悼,102,22.3,1011.5,-
2024-06-25 22:24,25,19.6,33.4,-,-,-,-,1.3,悼合悼,78,22.2,1011.5,-
2024-06-25 22:25,25,19.6,33.4,-,-,-,-,1.9,悼,81,22.3,1011.5,-
2024-06-25 22:26,26,19.6,33.4,-,-,-,-,2.6,悼合悼,73,22.2,1011.5,-
2024-06-25 22:27,27,19.6,33.4,-,-,-,-,2.3,悼合悼,75,22.2,1011.5,-
2024-06-25 22:28,26,19.6,33.4,-,-,-,-,1,合悼,39,22.2,1011.5,-
2024-06-25 22:29,25,19.6,33.4,-,-,-,-,0.3,合,353,22.1,1011.5,-
2024-06-25 22:30,23,19.6,33.4,-,-,-,-,1.3,合合悼,30,22,1011.5,-
2024-06-25 22:31,21,19.6,33.4,-,-,-,-,1.8,合悼,45,21.9,1011.5,-
2024-06-25 22:32,19,19.6,33.4,-,-,-,-,1.9,悼合悼,60,21.8,1011.5,-
2024-06-25 22:33,19,19.6,33.4,-,-,-,-,1.6,合悼,36,21.8,1011.5,-
2024-06-25 22:34,20,19.6,33.4,-,-,-,-,2.1,合悼,54,21.9,1011.5,-
2024-06-25 22:35,22,19.6,33.4,-,-,-,-,2.6,悼合悼,62,22.1,1011.5,-
2024-06-25 22:36,23,19.6,33.4,-,-,-,-,2.2,合悼,50,22.3,1011.5,-
2024-06-25 22:37,25,19.6,33.4,-,-,-,-,1.4,合悼,36,22.3,1011.6,-
2024-06-25 22:38,26,19.6,33.4,-,-,-,-,1.2,合合悼,29,22.2,1011.6,-
2024-06-25 22:39,25,19.6,33.4,-,-,-,-,1.2,合悼,42,22.1,1011.6,-
2024-06-25 22:40,24,19.6,33.4,-,-,-,-,1.3,合悼,54,22.1,1011.6,-
2024-06-25 22:41,22,19.6,33.4,-,-,-,-,1,悼合悼,66,22.1,1011.6,-
2024-06-25 22:42,19,19.6,33.4,-,-,-,-,0.9,合,350,22.2,1011.6,-
2024-06-25 22:43,18,19.6,33.4,-,-,-,-,0.4,合,5,22.1,1011.6,-
2024-06-25 22:44,18,19.6,33.4,-,-,-,-,0.8,悼合悼,78,22,1011.6,-
2024-06-25 22:45,18,19.6,33.4,-,-,-,-,0.6,悼合悼,58,22,1011.5,-
2024-06-25 22:46,21,19.6,33.4,-,-,-,-,1.3,悼合悼,70,22,1011.5,-
2024-06-25 22:47,22,19.6,33.4,-,-,-,-,1.4,合悼,36,22,1011.5,-
2024-06-25 22:48,23,19.6,33.4,-,-,-,-,1.4,合合辑,347,21.9,1011.5,-
2024-06-25 22:49,24,19.6,33.4,-,-,-,-,1,合合辑,337,21.7,1011.5,-
2024-06-25 22:50,24,19.6,33.4,-,-,-,-,1,合,358,21.6,1011.5,-
2024-06-25 22:51,23,19.6,33.4,-,-,-,-,1,合悼,34,21.6,1011.5,-
2024-06-25 22:52,23,19.6,33.4,-,-,-,-,1.3,合合悼,13,21.6,1011.6,-
2024-06-25 22:53,22,19.6,33.4,-,-,-,-,1.3,合合悼,22,21.6,1011.6,-
2024-06-25 22:54,21,19.6,33.4,-,-,-,-,1.6,合合悼,29,21.6,1011.6,-
2024-06-25 22:55,21,19.6,33.4,-,-,-,-,2,合合悼,22,21.6,1011.6,-
2024-06-25 22:56,20,19.6,33.4,-,-,-,-,2.2,合合悼,14,21.5,1011.5,-
2024-06-25 22:57,20,19.5,33.4,-,-,-,-,2.3,合合悼,12,21.6,1011.6,-
2024-06-25 22:58,21,19.5,33.4,-,-,-,-,2.3,合合悼,15,21.6,1011.6,-
2024-06-25 22:59,21,19.6,33.4,-,-,-,-,2.3,合合悼,23,21.8,1011.6,-
2024-06-25 23:00,21,19.5,33.4,-,-,-,-,2.1,合合悼,23,21.9,1011.7,-
2024-06-25 23:01,21,19.5,33.4,-,-,-,-,1.9,合,4,22,1011.7,-
2024-06-25 23:02,20,19.5,33.4,-,-,-,-,2.2,合合悼,18,21.8,1011.7,-
2024-06-25 23:03,18,19.5,33.4,-,-,-,-,2.5,合合悼,29,21.8,1011.6,-
2024-06-25 23:04,17,19.5,33.4,-,-,-,-,2.2,合,8,21.9,1011.6,-
2024-06-25 23:05,16,19.5,33.4,-,-,-,-,2.1,合合辑,347,21.8,1011.7,-
2024-06-25 23:06,15,19.5,33.4,-,-,-,-,2,合,352,21.6,1011.7,-
2024-06-25 23:07,18,19.5,33.4,-,-,-,-,2,合,358,21.6,1011.7,-
2024-06-25 23:08,19,19.5,33.4,-,-,-,-,1.9,合,3,21.7,1011.6,-
2024-06-25 23:09,21,19.5,33.4,-,-,-,-,1.7,合合悼,19,21.8,1011.6,-
2024-06-25 23:10,25,19.5,33.4,-,-,-,-,1.8,合合悼,21,21.7,1011.6,-
2024-06-25 23:11,25,19.5,33.4,-,-,-,-,2.1,合合悼,13,21.6,1011.6,-
2024-06-25 23:12,26,19.5,33.4,-,-,-,-,2.3,合,3,21.5,1011.5,-
2024-06-25 23:13,26,19.5,33.4,-,-,-,-,2.2,合,10,21.5,1011.5,-
2024-06-25 23:14,24,19.5,33.4,-,-,-,-,2.2,合,1,21.5,1011.5,-
2024-06-25 23:15,23,19.5,33.4,-,-,-,-,2.4,合,2,21.5,1011.5,-
2024-06-25 23:16,22,19.5,33.4,-,-,-,-,2,合,10,21.5,1011.5,-
2024-06-25 23:17,19,19.5,33.4,-,-,-,-,2,合合悼,18,21.7,1011.5,-
2024-06-25 23:18,19,19.5,33.4,-,-,-,-,2.1,合,359,21.8,1011.5,-
2024-06-25 23:19,19,19.5,33.4,-,-,-,-,2.6,合,355,21.7,1011.5,-
2024-06-25 23:20,19,19.5,33.4,-,-,-,-,2.5,合,4,21.7,1011.5,-
2024-06-25 23:21,21,19.5,33.4,-,-,-,-,2.3,合,358,21.7,1011.5,-
2024-06-25 23:22,22,19.5,33.4,-,-,-,-,2.2,合,352,21.7,1011.5,-
2024-06-25 23:23,23,19.5,33.4,-,-,-,-,2.6,合,351,21.7,1011.6,-
2024-06-25 23:24,24,19.5,33.4,-,-,-,-,2.6,合,1,21.6,1011.5,-
2024-06-25 23:25,23,19.5,33.4,-,-,-,-,2.8,合,2,21.6,1011.6,-
2024-06-25 23:26,23,19.5,33.4,-,-,-,-,2.6,合,7,21.6,1011.6,-
2024-06-25 23:27,22,19.5,33.4,-,-,-,-,2.3,合,3,21.8,1011.6,-
2024-06-25 23:28,20,19.5,33.4,-,-,-,-,2.2,合,5,21.8,1011.6,-
2024-06-25 23:29,18,19.5,33.4,-,-,-,-,2.1,合,4,22.1,1011.6,-
2024-06-25 23:30,17,19.5,33.4,-,-,-,-,2.2,合,9,22.1,1011.6,-
2024-06-25 23:31,15,19.5,33.4,-,-,-,-,2.6,合,2,21.9,1011.5,-
2024-06-25 23:32,15,19.5,33.4,-,-,-,-,2.5,合,3,21.7,1011.5,-
2024-06-25 23:33,15,19.5,33.4,-,-,-,-,2.6,合,5,21.6,1011.5,-
2024-06-25 23:34,17,19.5,33.4,-,-,-,-,2.8,合,359,21.5,1011.5,-
2024-06-25 23:35,19,19.5,33.4,-,-,-,-,2.4,合,359,21.5,1011.5,-
2024-06-25 23:36,21,19.5,33.4,-,-,-,-,2.2,合,6,21.6,1011.5,-
2024-06-25 23:37,22,19.5,33.4,-,-,-,-,1.9,合,11,21.9,1011.5,-
2024-06-25 23:38,22,19.5,33.4,-,-,-,-,1.6,合,4,22.2,1011.5,-
2024-06-25 23:39,21,19.5,33.4,-,-,-,-,1.8,合,8,22.2,1011.6,-
2024-06-25 23:40,19,19.5,33.4,-,-,-,-,2,合,1,22.1,1011.6,-
2024-06-25 23:41,18,19.5,33.4,-,-,-,-,2.3,合,350,22,1011.6,-
2024-06-25 23:42,16,19.5,33.4,-,-,-,-,2.7,合,353,21.8,1011.6,-
2024-06-25 23:43,16,19.4,33.4,-,-,-,-,2.4,合,352,21.6,1011.6,-
2024-06-25 23:44,16,19.4,33.4,-,-,-,-,2.7,合,354,21.4,1011.6,-
2024-06-25 23:45,15,19.4,33.4,-,-,-,-,2.6,合,352,21.3,1011.6,-
2024-06-25 23:46,15,19.4,33.4,-,-,-,-,2.4,合,357,21.3,1011.6,-
2024-06-25 23:47,16,19.4,33.4,-,-,-,-,2.4,合,359,21.4,1011.6,-
2024-06-25 23:48,15,19.4,33.4,-,-,-,-,2.4,合,2,21.5,1011.5,-
2024-06-25 23:49,15,19.4,33.4,-,-,-,-,2.2,合,358,21.6,1011.5,-
2024-06-25 23:50,17,19.4,33.4,-,-,-,-,2.1,合,1,21.6,1011.5,-
2024-06-25 23:51,18,19.4,33.4,-,-,-,-,2,合,359,21.7,1011.5,-
2024-06-25 23:52,20,19.4,33.4,-,-,-,-,2,合,352,21.6,1011.6,-
2024-06-25 23:53,22,19.4,33.4,-,-,-,-,2.3,合合辑,347,21.5,1011.6,-
2024-06-25 23:54,21,19.4,33.4,-,-,-,-,1.7,合,351,21.4,1011.7,-
2024-06-25 23:55,22,19.4,33.4,-,-,-,-,1.5,合,355,21.5,1011.7,-
2024-06-25 23:56,20,19.4,33.4,-,-,-,-,1.3,合,354,21.5,1011.7,-
2024-06-25 23:57,18,19.4,33.4,-,-,-,-,1.5,合合辑,344,21.4,1011.7,-
2024-06-25 23:58,18,19.4,33.4,-,-,-,-,1.1,合合辑,337,21.2,1011.7,-
2024-06-25 23:59,16,19.4,33.4,-,-,-,-,1.2,合合辑,338,21.1,1011.8,-
2024-06-26 0:00,16,19.3,33.4,-,-,-,-,1.3,合合辑,337,21,1011.8,-
2024-06-26 0:01,16,19.4,33.4,-,-,-,-,1.4,合合辑,346,21,1011.8,-
2024-06-26 0:02,16,19.4,33.4,-,-,-,-,2.1,合,355,20.9,1011.8,-
2024-06-26 0:03,17,19.3,33.4,-,-,-,-,2.3,合,357,20.8,1011.8,-
2024-06-26 0:04,18,19.3,33.4,-,-,-,-,2.4,合,358,20.8,1011.8,-
2024-06-26 0:05,18,19.4,33.4,-,-,-,-,2,合,358,20.9,1011.8,-
2024-06-26 0:06,17,19.4,33.4,-,-,-,-,1.9,合,356,20.9,1011.8,-
2024-06-26 0:07,18,19.3,33.4,-,-,-,-,1.8,合,356,20.9,1011.8,-
2024-06-26 0:08,17,19.3,33.4,-,-,-,-,1.9,合,0,21,1011.8,-
2024-06-26 0:09,17,19.4,33.4,-,-,-,-,1.9,合,358,21,1011.8,-
2024-06-26 0:10,17,19.4,33.4,-,-,-,-,1.8,合,0,21,1011.9,-
2024-06-26 0:11,16,19.3,33.4,-,-,-,-,1.8,合,358,21.1,1011.9,-
2024-06-26 0:12,15,19.3,33.4,-,-,-,-,1.9,合,356,21.2,1011.9,-
2024-06-26 0:13,16,19.3,33.4,-,-,-,-,1.8,合,2,21.3,1011.9,-
2024-06-26 0:14,14,19.3,33.4,-,-,-,-,1.8,合,2,21.4,1011.9,-
2024-06-26 0:15,15,19.3,33.4,-,-,-,-,1.6,合,7,21.4,1011.9,-
2024-06-26 0:16,16,19.3,33.4,-,-,-,-,1.7,合合悼,12,21.5,1011.9,-
2024-06-26 0:17,16,19.3,33.4,-,-,-,-,1.7,合,10,21.5,1011.9,-
2024-06-26 0:18,17,19.3,33.4,-,-,-,-,1.9,合,4,21.5,1011.9,-
2024-06-26 0:19,18,19.3,33.4,-,-,-,-,1.8,合,359,21.5,1012,-
2024-06-26 0:20,18,19.3,33.4,-,-,-,-,1.8,合,3,21.5,1012.1,-
2024-06-26 0:21,18,19.3,33.4,-,-,-,-,1.9,合,6,21.6,1012,-
2024-06-26 0:22,17,19.3,33.4,-,-,-,-,2.1,合,7,21.6,1012,-
2024-06-26 0:23,17,19.3,33.4,-,-,-,-,1.8,合,3,21.7,1012.1,-
2024-06-26 0:24,18,19.3,33.4,-,-,-,-,1.7,合,5,21.7,1012.1,-
2024-06-26 0:25,18,19.3,33.4,-,-,-,-,1.9,合,9,21.7,1012.1,-
2024-06-26 0:26,18,19.3,33.4,-,-,-,-,2,合合悼,13,21.5,1012.1,-
2024-06-26 0:27,18,19.3,33.4,-,-,-,-,1.8,合合悼,31,21.6,1012.1,-
2024-06-26 0:28,19,19.3,33.4,-,-,-,-,1.5,合合悼,21,21.9,1012.1,-
2024-06-26 0:29,18,19.3,33.4,-,-,-,-,1.6,合,358,21.9,1012.1,-
2024-06-26 0:30,19,19.3,33.4,-,-,-,-,1.4,合合悼,15,21.7,1012.1,-
2024-06-26 0:31,18,19.3,33.4,-,-,-,-,1.4,合,7,21.8,1012,-
2024-06-26 0:32,18,19.3,33.4,-,-,-,-,1.6,合,3,21.8,1012,-
2024-06-26 0:33,19,19.3,33.4,-,-,-,-,1.6,合,0,21.7,1012.1,-
2024-06-26 0:34,18,19.3,33.4,-,-,-,-,1.9,合,359,21.5,1012.1,-
2024-06-26 0:35,19,19.3,33.4,-,-,-,-,2.2,合,0,21.4,1012.1,-
2024-06-26 0:36,20,19.3,33.4,-,-,-,-,2.3,合,4,21.3,1012.1,-
2024-06-26 0:37,19,19.3,33.4,-,-,-,-,2.4,合,9,21.4,1012.1,-
2024-06-26 0:38,20,19.3,33.4,-,-,-,-,2.6,合,2,21.6,1012.1,-
2024-06-26 0:39,19,19.3,33.4,-,-,-,-,2.5,合,8,21.6,1012.1,-
2024-06-26 0:40,18,19.4,33.4,-,-,-,-,2.2,合,11,21.6,1012,-
2024-06-26 0:41,18,19.3,33.4,-,-,-,-,2.1,合,6,21.8,1012.1,-
2024-06-26 0:42,16,19.3,33.4,-,-,-,-,2.2,合,6,21.8,1012.1,-
2024-06-26 0:43,15,19.3,33.4,-,-,-,-,2.3,合,4,21.8,1012.1,-
2024-06-26 0:44,15,19.3,33.4,-,-,-,-,2.6,合,4,21.7,1012.1,-
2024-06-26 0:45,15,19.3,33.4,-,-,-,-,2.7,合,0,21.6,1012.1,-
2024-06-26 0:46,16,19.3,33.4,-,-,-,-,2.7,合,359,21.5,1012.1,-
2024-06-26 0:47,17,19.3,33.4,-,-,-,-,2.8,合,357,21.4,1012.1,-
2024-06-26 0:48,18,19.3,33.4,-,-,-,-,2.9,合,359,21.2,1012.1,-
2024-06-26 0:49,20,19.4,33.4,-,-,-,-,2.8,合,359,21,1012.1,-
2024-06-26 0:50,21,19.4,33.4,-,-,-,-,2.8,合,355,20.9,1012,-
2024-06-26 0:51,20,19.4,33.4,-,-,-,-,3,合,354,20.9,1012,-
2024-06-26 0:52,21,19.4,33.4,-,-,-,-,2.9,合,353,20.9,1012,-
2024-06-26 0:53,20,19.4,33.4,-,-,-,-,2.7,合,6,20.8,1012,-
2024-06-26 0:54,18,19.4,33.4,-,-,-,-,2.2,合合悼,15,20.8,1012,-
2024-06-26 0:55,19,19.4,33.4,-,-,-,-,2.2,合合悼,17,21,1012,-
2024-06-26 0:56,17,19.4,33.4,-,-,-,-,2.3,合,8,21.2,1012,-
2024-06-26 0:57,15,19.4,33.4,-,-,-,-,2.5,合,4,21.2,1012,-
2024-06-26 0:58,15,19.4,33.4,-,-,-,-,2.6,合,2,21.1,1012,-
2024-06-26 0:59,12,19.4,33.4,-,-,-,-,2.5,合,9,21,1012,-
2024-06-26 1:00,12,19.4,33.4,-,-,-,-,2.5,合,0,21.1,1012,-
2024-06-26 1:01,13,19.4,33.4,-,-,-,-,1.8,合,349,21.2,1012.1,-
2024-06-26 1:02,13,19.4,33.4,-,-,-,-,1.4,合辑,316,21.1,1012.1,-
2024-06-26 1:03,14,19.4,33.4,-,-,-,-,0.7,辑合辑,293,20.9,1012.1,-
2024-06-26 1:04,18,19.4,33.4,-,-,-,-,0.6,辑巢辑,240,20.9,1012.1,-
2024-06-26 1:05,21,19.4,33.4,-,-,-,-,0.4,辑巢辑,248,20.8,1012.1,-
2024-06-26 1:06,21,19.4,33.4,-,-,-,-,0,合,0,20.8,1012.1,-
2024-06-26 1:07,22,19.4,33.4,-,-,-,-,0.1,合合辑,343,20.8,1012.1,-
2024-06-26 1:08,19,19.4,33.4,-,-,-,-,0.3,合辑,324,20.8,1012.1,-
2024-06-26 1:09,16,19.4,33.4,-,-,-,-,0.8,辑合辑,303,20.9,1012.1,-
2024-06-26 1:10,14,19.4,33.4,-,-,-,-,0.9,辑合辑,300,21,1012.1,-
2024-06-26 1:11,10,19.4,33.4,-,-,-,-,0.9,辑合辑,293,20.9,1012.1,-
2024-06-26 1:12,8,19.4,33.4,-,-,-,-,0.5,合辑,325,20.7,1012.1,-
2024-06-26 1:13,9,19.4,33.4,-,-,-,-,0.8,合合辑,333,20.6,1012.1,-
2024-06-26 1:14,10,19.4,33.4,-,-,-,-,1,合合辑,340,20.5,1012.1,-
2024-06-26 1:15,14,19.4,33.4,-,-,-,-,1.4,合合辑,328,20.5,1012.1,-
2024-06-26 1:16,18,19.4,33.3,-,-,-,-,1.8,合合辑,341,20.5,1012.1,-
2024-06-26 1:17,20,19.4,33.3,-,-,-,-,2,合合辑,348,20.4,1012.1,-
2024-06-26 1:18,23,19.4,33.3,-,-,-,-,2.4,合,352,20.3,1012.1,-
2024-06-26 1:19,22,19.4,33.4,-,-,-,-,2.4,合,354,20.2,1012.1,-
2024-06-26 1:20,20,19.4,33.3,-,-,-,-,2,合,1,20.2,1012.1,-
2024-06-26 1:21,18,19.4,33.4,-,-,-,-,2.1,合,358,20.4,1012.1,-
2024-06-26 1:22,15,19.4,33.4,-,-,-,-,1.8,合合辑,340,20.6,1012.2,-
2024-06-26 1:23,14,19.4,33.3,-,-,-,-,1.3,巢巢辑,204,20.5,1012.2,-
2024-06-26 1:24,13,19.4,33.4,-,-,-,-,2.4,巢巢辑,200,20.4,1012.2,-
